match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M007,2,2,3,UT027,UT152,UT028,0,0,0,0
M007,2,2,4,UT028,UT152,UT027,2,0,2,0
M007,2,2,5,UT027,UT152,UT028,1,0,1,0
M007,2,2,6,UT027,UT152,UT028,0,1,1,0
M007,2,3,1,UT028,UT153,UT027,6,0,6,0
M007,2,3,2,UT027,UT153,UT028,0,0,0,0
M007,2,3,3,UT028,UT153,UT027,4,0,4,0
M007,2,3,4,UT027,UT153,UT028,1,0,1,0
M007,2,3,5,UT028,UT153,UT027,0,0,0,1
M007,2,3,6,UT027,UT153,UT028,2,0,2,0
M007,2,4,1,UT028,UT154,UT027,1,0,1,0
M007,2,4,2,UT027,UT154,UT028,4,0,4,0
M007,2,4,3,UT028,UT154,UT027,2,0,2,0
M007,2,4,4,UT028,UT154,UT027,0,0,0,0
M007,2,4,5,UT027,UT154,UT028,1,0,1,0
M007,2,4,6,UT028,UT154,UT027,6,0,6,0
M007,2,5,1,UT027,UT155,UT028,0,0,0,0
M007,2,5,2,UT028,UT155,UT027,2,0,2,0
M007,2,5,3,UT027,UT155,UT028,4,0,4,0
M007,2,5,4,UT028,UT155,UT027,1,0,1,0
M007,2,5,5,UT027,UT155,UT028,6,0,6,0
M007,2,5,6,UT028,UT155,UT027,0,0,0,0
M007,2,6,1,UT028,UT156,UT027,1,0,1,0
M007,2,6,2,UT027,UT156,UT028,0,0,0,0
M007,2,6,3,UT028,UT156,UT027,4,0,4,0
M007,2,6,4,UT027,UT156,UT028,2,0,2,0
M007,2,6,5,UT027,UT156,UT028,1,0,1,0
M007,2,6,6,UT028,UT156,UT027,0,0,0,0
match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M008,1,1,1,UT029,UT161,UT030,4,0,4,0
M008,1,1,2,UT030,UT161,UT029,1,0,1,0
M008,1,1,3,UT029,UT161,UT030,0,0,0,0
M008,1,1,4,UT030,UT161,UT029,6,0,6,0
M008,1,1,5,UT029,UT161,UT030,2,0,2,0
M008,1,1,6,UT030,UT161,UT029,0,0,0,0
M008,1,2,1,UT029,UT162,UT030,1,0,1,0
M008,1,2,2,UT030,UT162,UT029,4,0,4,0
M008,1,2,3,UT029,UT162,UT030,0,0,0,0
M008,1,2,4,UT030,UT162,UT029,2,0,2,0
M008,1,2,5,UT029,UT162,UT030,6,0,6,0
M008,1,2,6,UT030,UT162,UT029,0,1,1,0
M008,1,3,1,UT030,UT163,UT029,1,0,1,0
M008,1,3,2,UT029,UT163,UT030,4,0,4,0
M008,1,3,3,UT030,UT163,UT029,0,0,0,0
M008,1,3,4,UT029,UT163,UT030,2,0,2,0
M008,1,3,5,UT030,UT163,UT029,1,0,1,0
M008,1,3,6,UT029,UT163,UT030,0,0,0,1
M008,1,4,1,UT029,UT164,UT030,6,0,6,0
M008,1,4,2,UT030,UT164,UT029,0,0,0,0
M008,1,4,3,UT029,UT164,UT030,4,0,4,0
M008,1,4,4,UT030,UT164,UT029,1,0,1,0
M008,1,4,5,UT029,UT164,UT030,2,0,2,0
M008,1,4,6,UT030,UT164,UT029,0,0,0,0
M008,1,5,1,UT030,UT165,UT029,4,0,4,0
M008,1,5,2,UT029,UT165,UT030,1,0,1,0
M008,1,5,3,UT030,UT165,UT029,0,0,0,0
M008,1,5,4,UT029,UT165,UT030,6,0,6,0
M008,1,5,5,UT030,UT165,UT029,2,0,2,0
M008,1,5,6,UT029,UT165,UT030,0,0,0,0
M008,1,6,1,UT029,UT166,UT030,1,0,1,0
M008,1,6,2,UT030,UT166,UT029,4,0,4,0
M008,1,6,3,UT029,UT166,UT030,0,0,0,0
M008,1,6,4,UT030,UT166,UT029,2,0,2,0
M008,1,6,5,UT030,UT166,UT029,6,0,6,0
M008,1,6,6,UT029,UT166,UT030,0,0,0,0
M008,2,1,1,UT031,UT171,UT032,1,0,1,0
M008,2,1,2,UT032,UT171,UT031,4,0,4,0
M008,2,1,3,UT031,UT171,UT032,0,0,0,0
M008,2,1,4,UT032,UT171,UT031,2,0,2,0
M008,2,1,5,UT031,UT171,UT032,6,0,6,0
M008,2,1,6,UT032,UT171,UT031,0,0,0,0
M008,2,2,1,UT031,UT172,UT032,4,0,4,0
M008,2,2,2,UT032,UT172,UT031,1,0,1,0
M008,2,2,3,UT031,UT172,UT032,0,0,0,0
M008,2,2,4,UT032,UT172,UT031,6,0,6,0
M008,2,2,5,UT031,UT172,UT032,2,0,2,0
M008,2,2,6,UT032,UT172,UT031,0,0,0,1
M008,2,3,1,UT032,UT173,UT031,1,0,1,0
M008,2,3,2,UT031,UT173,UT032,4,0,4,0
M008,2,3,3,UT032,UT173,UT031,0,0,0,0
M008,2,3,4,UT031,UT173,UT032,2,0,2,0
M008,2,3,5,UT032,UT173,UT031,1,0,1,0
M008,2,3,6,UT031,UT173,UT032,0,0,0,0
M008,2,4,1,UT031,UT174,UT032,6,0,6,0
M008,2,4,2,UT032,UT174,UT031,0,0,0,0
M008,2,4,3,UT031,UT174,UT032,4,0,4,0
M008,2,4,4,UT032,UT174,UT031,1,0,1,0
M008,2,4,5,UT031,UT174,UT032,2,0,2,0
M008,2,4,6,UT031,UT174,UT032,0,0,0,0
M008,2,5,1,UT032,UT175,UT031,4,0,4,0
M008,2,5,2,UT031,UT175,UT032,1,0,1,0
M008,2,5,3,UT032,UT175,UT031,6,0,6,0
M008,2,5,4,UT031,UT175,UT032,0,0,0,0
M008,2,5,5,UT032,UT175,UT031,2,0,2,0
M008,2,5,6,UT031,UT175,UT032,1,0,1,0
M008,2,6,1,UT032,UT176,UT031,0,0,0,0
M008,2,6,2,UT031,UT176,UT032,4,0,4,0
M008,2,6,3,UT032,UT176,UT031,1,0,1,0
M008,2,6,4,UT031,UT176,UT032,6,0,6,0
M008,2,6,5,UT032,UT176,UT031,0,0,0,0
M008,2,6,6,UT031,UT176,UT032,2,0,2,0
M009,1,1,1,UT033,UT181,UT034,1,0,1,0
M009,1,1,2,UT034,UT181,UT033,4,0,4,0
M009,1,1,3,UT033,UT181,UT034,0,0,0,0
M009,1,1,4,UT034,UT181,UT033,6,0,6,0
M009,1,1,5,UT033,UT181,UT034,2,0,2,0
M009,1,1,6,UT034,UT181,UT033,0,0,0,0
M009,1,2,1,UT033,UT182,UT034,4,0,4,0
M009,1,2,2,UT034,UT182,UT033,1,0,1,0
M009,1,2,3,UT033,UT182,UT034,0,0,0,0
M009,1,2,4,UT034,UT182,UT033,2,0,2,0
M009,1,2,5,UT033,UT182,UT034,6,0,6,0
M009,1,2,6,UT034,UT182,UT033,0,1,1,0
M009,1,3,1,UT034,UT183,UT033,1,0,1,0
M009,1,3,2,UT033,UT183,UT034,4,0,4,0
M009,1,3,3,UT034,UT183,UT033,0,0,0,0
M009,1,3,4,UT033,UT183,UT034,2,0,2,0
M009,1,3,5,UT034,UT183,UT033,1,0,1,0
M009,1,3,6,UT034,UT183,UT033,0,0,0,1
M009,1,4,1,UT033,UT184,UT034,6,0,6,0
M009,1,4,2,UT034,UT184,UT033,0,0,0,0
M009,1,4,3,UT033,UT184,UT034,4,0,4,0
M009,1,4,4,UT034,UT184,UT033,1,0,1,0
M009,1,4,5,UT033,UT184,UT034,2,0,2,0
M009,1,4,6,UT033,UT184,UT034,0,0,0,0
M009,1,5,1,UT034,UT185,UT033,4,0,4,0
M009,1,5,2,UT033,UT185,UT034,1,0,1,0
M009,1,5,3,UT034,UT185,UT033,0,0,0,0
M009,1,5,4,UT033,UT185,UT034,6,0,6,0
M009,1,5,5,UT034,UT185,UT033,2,0,2,0
M009,1,5,6,UT034,UT185,UT033,0,0,0,0
M009,1,6,1,UT033,UT186,UT034,1,0,1,0
M009,1,6,2,UT034,UT186,UT033,4,0,4,0
M009,1,6,3,UT033,UT186,UT034,0,0,0,0
M009,1,6,4,UT034,UT186,UT033,2,0,2,0
M009,1,6,5,UT033,UT186,UT034,6,0,6,0
M009,1,6,6,UT034,UT186,UT033,0,0,0,0
M009,2,1,1,UT035,UT191,UT036,4,0,4,0
M009,2,1,2,UT036,UT191,UT035,1,0,1,0
M009,2,1,3,UT035,UT191,UT036,0,0,0,0
M009,2,1,4,UT036,UT191,UT035,6,0,6,0
M009,2,1,5,UT035,UT191,UT036,2,0,2,0
M009,2,1,6,UT036,UT191,UT035,0,0,0,0
M009,2,2,1,UT035,UT192,UT036,1,0,1,0
M009,2,2,2,UT036,UT192,UT035,4,0,4,0
M009,2,2,3,UT035,UT192,UT036,0,0,0,0
M009,2,2,4,UT036,UT192,UT035,2,0,2,0
M009,2,2,5,UT035,UT192,UT036,6,0,6,0
M009,2,2,6,UT036,UT192,UT035,0,1,1,0
M009,2,3,1,UT036,UT193,UT035,1,0,1,0
M009,2,3,2,UT035,UT193,UT036,4,0,4,0
M009,2,3,3,UT036,UT193,UT035,0,0,0,0
M009,2,3,4,UT035,UT193,UT036,2,0,2,0
M009,2,3,5,UT036,UT193,UT035,1,0,1,0
M009,2,3,6,UT035,UT193,UT036,0,0,0,1
M009,2,4,1,UT035,UT194,UT036,6,0,6,0
M009,2,4,2,UT036,UT194,UT035,0,0,0,0
M009,2,4,3,UT035,UT194,UT036,4,0,4,0
M009,2,4,4,UT036,UT194,UT035,1,0,1,0
M009,2,4,5,UT035,UT194,UT036,2,0,2,0
M009,2,4,6,UT036,UT194,UT035,0,0,0,0
M009,2,5,1,UT036,UT195,UT035,4,0,4,0
M009,2,5,2,UT035,UT195,UT036,1,0,1,0
M009,2,5,3,UT036,UT195,UT035,6,0,6,0
M009,2,5,4,UT035,UT195,UT036,0,0,0,0
M009,2,5,5,UT036,UT195,UT035,2,0,2,0
M009,2,5,6,UT035,UT195,UT036,1,0,1,0
M009,2,6,1,UT036,UT196,UT035,0,0,0,0
M009,2,6,2,UT035,UT196,UT036,4,0,4,0
M009,2,6,3,UT036,UT196,UT035,1,0,1,0
M009,2,6,4,UT035,UT196,UT036,6,0,6,0
M009,2,6,5,UT036,UT196,UT035,0,0,0,0
M009,2,6,6,UT036,UT196,UT035,2,0,2,0
match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M010,1,1,1,UT037,UT201,UT038,4,0,4,0
M010,1,1,2,UT038,UT201,UT037,1,0,1,0
M010,1,1,3,UT037,UT201,UT038,0,0,0,0
M010,1,1,4,UT038,UT201,UT037,6,0,6,0
M010,1,1,5,UT037,UT201,UT038,2,0,2,0
M010,1,1,6,UT038,UT201,UT037,0,0,0,0
M010,1,2,1,UT037,UT202,UT038,1,0,1,0
M010,1,2,2,UT038,UT202,UT037,4,0,4,0
M010,1,2,3,UT037,UT202,UT038,0,0,0,0
M010,1,2,4,UT038,UT202,UT037,2,0,2,0
M010,1,2,5,UT037,UT202,UT038,6,0,6,0
M010,1,2,6,UT038,UT202,UT037,0,1,1,0
M010,1,3,1,UT038,UT203,UT037,1,0,1,0
M010,1,3,2,UT037,UT203,UT038,4,0,4,0
M010,1,3,3,UT038,UT203,UT037,0,0,0,0
M010,1,3,4,UT037,UT203,UT038,2,0,2,0
M010,1,3,5,UT038,UT203,UT037,1,0,1,0
M010,1,3,6,UT037,UT203,UT038,0,0,0,1
M010,1,4,1,UT037,UT204,UT038,6,0,6,0
M010,1,4,2,UT038,UT204,UT037,0,0,0,0
M010,1,4,3,UT037,UT204,UT038,4,0,4,0
M010,1,4,4,UT038,UT204,UT037,1,0,1,0
M010,1,4,5,UT037,UT204,UT038,2,0,2,0
M010,1,4,6,UT038,UT204,UT037,0,0,0,0
M010,1,5,1,UT038,UT205,UT037,4,0,4,0
M010,1,5,2,UT037,UT205,UT038,1,0,1,0
M010,1,5,3,UT038,UT205,UT037,0,0,0,0
M010,1,5,4,UT037,UT205,UT038,6,0,6,0
M010,1,5,5,UT038,UT205,UT037,2,0,2,0
M010,1,5,6,UT037,UT205,UT038,0,0,0,0
M010,1,6,1,UT037,UT206,UT038,1,0,1,0
M010,1,6,2,UT038,UT206,UT037,4,0,4,0
M010,1,6,3,UT037,UT206,UT038,0,0,0,0
M010,1,6,4,UT038,UT206,UT037,2,0,2,0
M010,1,6,5,UT037,UT206,UT038,6,0,6,0
M010,1,6,6,UT038,UT206,UT037,0,0,0,0
M010,2,1,1,UT039,UT211,UT040,1,0,1,0
M010,2,1,2,UT040,UT211,UT039,4,0,4,0
M010,2,1,3,UT039,UT211,UT040,0,0,0,0
M010,2,1,4,UT040,UT211,UT039,6,0,6,0
M010,2,1,5,UT039,UT211,UT040,2,0,2,0
M010,2,1,6,UT040,UT211,UT039,0,0,0,0
M010,2,2,1,UT039,UT212,UT040,4,0,4,0
M010,2,2,2,UT040,UT212,UT039,1,0,1,0
M010,2,2,3,UT039,UT212,UT040,0,0,0,0
M010,2,2,4,UT040,UT212,UT039,2,0,2,0
M010,2,2,5,UT039,UT212,UT040,6,0,6,0
M010,2,2,6,UT040,UT212,UT039,0,1,1,0
M010,2,3,1,UT040,UT213,UT039,1,0,1,0
M010,2,3,2,UT039,UT213,UT040,4,0,4,0
M010,2,3,3,UT040,UT213,UT039,0,0,0,0
M010,2,3,4,UT039,UT213,UT040,2,0,2,0
M010,2,3,5,UT040,UT213,UT039,1,0,1,0
M010,2,3,6,UT039,UT213,UT040,0,0,0,1
M010,2,4,1,UT039,UT214,UT040,6,0,6,0
M010,2,4,2,UT040,UT214,UT039,0,0,0,0
M010,2,4,3,UT039,UT214,UT040,4,0,4,0
M010,2,4,4,UT040,UT214,UT039,1,0,1,0
M010,2,4,5,UT039,UT214,UT040,2,0,2,0
M010,2,4,6,UT040,UT214,UT039,0,0,0,0
M010,2,5,1,UT040,UT215,UT039,4,0,4,0
M010,2,5,2,UT039,UT215,UT040,1,0,1,0
M010,2,5,3,UT040,UT215,UT039,6,0,6,0
M010,2,5,4,UT039,UT215,UT040,0,0,0,0
M010,2,5,5,UT040,UT215,UT039,2,0,2,0
M010,2,5,6,UT039,UT215,UT040,1,0,1,0
M010,2,6,1,UT040,UT216,UT039,0,0,0,0
M010,2,6,2,UT039,UT216,UT040,4,0,4,0
M010,2,6,3,UT040,UT216,UT039,1,0,1,0
M010,2,6,4,UT039,UT216,UT040,6,0,6,0
M010,2,6,5,UT040,UT216,UT039,0,0,0,0
M010,2,6,6,UT040,UT216,UT039,2,0,2,0
M011,1,1,1,UT041,UT221,UT042,1,0,1,0
M011,1,1,2,UT042,UT221,UT041,4,0,4,0
M011,1,1,3,UT041,UT221,UT042,0,0,0,0
M011,1,1,4,UT042,UT221,UT041,6,0,6,0
M011,1,1,5,UT041,UT221,UT042,2,0,2,0
M011,1,1,6,UT042,UT221,UT041,0,0,0,0
M011,1,2,1,UT041,UT222,UT042,4,0,4,0
M011,1,2,2,UT042,UT222,UT041,1,0,1,0
M011,1,2,3,UT041,UT222,UT042,0,0,0,0
M011,1,2,4,UT042,UT222,UT041,2,0,2,0
M011,1,2,5,UT041,UT222,UT042,6,0,6,0
M011,1,2,6,UT042,UT222,UT041,0,1,1,0
M011,1,3,1,UT042,UT223,UT041,1,0,1,0
M011,1,3,2,UT041,UT223,UT042,4,0,4,0
M011,1,3,3,UT042,UT223,UT041,0,0,0,0
M011,1,3,4,UT041,UT223,UT042,2,0,2,0
M011,1,3,5,UT042,UT223,UT041,1,0,1,0
M011,1,3,6,UT041,UT223,UT042,0,0,0,1
M011,1,4,1,UT041,UT224,UT042,6,0,6,0
M011,1,4,2,UT042,UT224,UT041,0,0,0,0
M011,1,4,3,UT041,UT224,UT042,4,0,4,0
M011,1,4,4,UT042,UT224,UT041,1,0,1,0
M011,1,4,5,UT041,UT224,UT042,2,0,2,0
M011,1,4,6,UT042,UT224,UT041,0,0,0,0
M011,1,5,1,UT042,UT225,UT041,4,0,4,0
M011,1,5,2,UT041,UT225,UT042,1,0,1,0
M011,1,5,3,UT042,UT225,UT041,0,0,0,0
M011,1,5,4,UT041,UT225,UT042,6,0,6,0
M011,1,5,5,UT042,UT225,UT041,2,0,2,0
M011,1,5,6,UT042,UT225,UT041,0,0,0,0
M011,1,6,1,UT041,UT226,UT042,1,0,1,0
M011,1,6,2,UT042,UT226,UT041,4,0,4,0
M011,1,6,3,UT041,UT226,UT042,0,0,0,0
M011,1,6,4,UT042,UT226,UT041,2,0,2,0
M011,1,6,5,UT041,UT226,UT042,6,0,6,0
M011,1,6,6,UT042,UT226,UT041,0,0,0,0
M011,2,1,1,UT043,UT231,UT044,4,0,4,0
M011,2,1,2,UT044,UT231,UT043,1,0,1,0
M011,2,1,3,UT043,UT231,UT044,0,0,0,0
M011,2,1,4,UT044,UT231,UT043,6,0,6,0
M011,2,1,5,UT043,UT231,UT044,2,0,2,0
M011,2,1,6,UT044,UT231,UT043,0,0,0,0
M011,2,2,1,UT043,UT232,UT044,1,0,1,0
M011,2,2,2,UT044,UT232,UT043,4,0,4,0
M011,2,2,3,UT043,UT232,UT044,0,0,0,0
M011,2,2,4,UT044,UT232,UT043,2,0,2,0
M011,2,2,5,UT043,UT232,UT044,6,0,6,0
M011,2,2,6,UT044,UT232,UT043,0,1,1,0
M011,2,3,1,UT044,UT233,UT043,1,0,1,0
M011,2,3,2,UT043,UT233,UT044,4,0,4,0
M011,2,3,3,UT044,UT233,UT043,0,0,0,0
M011,2,3,4,UT043,UT233,UT044,2,0,2,0
M011,2,3,5,UT044,UT233,UT043,1,0,1,0
M011,2,3,6,UT043,UT233,UT044,0,0,0,1
M011,2,4,1,UT043,UT234,UT044,6,0,6,0
M011,2,4,2,UT044,UT234,UT043,0,0,0,0
M011,2,4,3,UT043,UT234,UT044,4,0,4,0
M011,2,4,4,UT044,UT234,UT043,1,0,1,0
M011,2,4,5,UT043,UT234,UT044,2,0,2,0
M011,2,4,6,UT044,UT234,UT043,0,0,0,0
M011,2,5,1,UT044,UT235,UT043,4,0,4,0
M011,2,5,2,UT043,UT235,UT044,1,0,1,0
M011,2,5,3,UT044,UT235,UT043,6,0,6,0
M011,2,5,4,UT043,UT235,UT044,0,0,0,0
M011,2,5,5,UT044,UT235,UT043,2,0,2,0
M011,2,5,6,UT043,UT235,UT044,1,0,1,0
M011,2,6,1,UT043,UT236,UT044,0,0,0,0
M011,2,6,2,UT044,UT236,UT043,4,0,4,0
M011,2,6,3,UT043,UT236,UT044,1,0,1,0
M011,2,6,4,UT044,UT236,UT043,6,0,6,0
M011,2,6,5,UT043,UT236,UT044,0,0,0,0
M011,2,6,6,UT044,UT236,UT043,2,0,2,0
match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M012,1,1,1,UT045,UT241,UT046,4,0,4,0
M012,1,1,2,UT046,UT241,UT045,1,0,1,0
M012,1,1,3,UT045,UT241,UT046,0,0,0,0
M012,1,1,4,UT046,UT241,UT045,6,0,6,0
M012,1,1,5,UT045,UT241,UT046,2,0,2,0
M012,1,1,6,UT046,UT241,UT045,0,0,0,0
M012,1,2,1,UT045,UT242,UT046,1,0,1,0
M012,1,2,2,UT046,UT242,UT045,4,0,4,0
M012,1,2,3,UT045,UT242,UT046,0,0,0,0
M012,1,2,4,UT046,UT242,UT045,2,0,2,0
M012,1,2,5,UT045,UT242,UT046,6,0,6,0
M012,1,2,6,UT046,UT242,UT045,0,1,1,0
M012,1,3,1,UT046,UT243,UT045,1,0,1,0
M012,1,3,2,UT045,UT243,UT046,4,0,4,0
M012,1,3,3,UT046,UT243,UT045,0,0,0,0
M012,1,3,4,UT045,UT243,UT046,2,0,2,0
M012,1,3,5,UT046,UT243,UT045,1,0,1,0
M012,1,3,6,UT045,UT243,UT046,0,0,0,1
M012,1,4,1,UT045,UT244,UT046,6,0,6,0
M012,1,4,2,UT046,UT244,UT045,0,0,0,0
M012,1,4,3,UT045,UT244,UT046,4,0,4,0
M012,1,4,4,UT046,UT244,UT045,1,0,1,0
M012,1,4,5,UT045,UT244,UT046,2,0,2,0
M012,1,4,6,UT046,UT244,UT045,0,0,0,0
M012,1,5,1,UT046,UT245,UT045,4,0,4,0
M012,1,5,2,UT045,UT245,UT046,1,0,1,0
M012,1,5,3,UT046,UT245,UT045,0,0,0,0
M012,1,5,4,UT045,UT245,UT046,6,0,6,0
M012,1,5,5,UT046,UT245,UT045,2,0,2,0
M012,1,5,6,UT045,UT245,UT046,0,0,0,0
M012,1,6,1,UT045,UT246,UT046,1,0,1,0
M012,1,6,2,UT046,UT246,UT045,4,0,4,0
M012,1,6,3,UT045,UT246,UT046,0,0,0,0
M012,1,6,4,UT046,UT246,UT045,2,0,2,0
M012,1,6,5,UT045,UT246,UT046,6,0,6,0
M012,1,6,6,UT046,UT246,UT045,0,0,0,0
M012,2,1,1,UT047,UT251,UT048,1,0,1,0
M012,2,1,2,UT048,UT251,UT047,4,0,4,0
M012,2,1,3,UT047,UT251,UT048,0,0,0,0
M012,2,1,4,UT048,UT251,UT047,6,0,6,0
M012,2,1,5,UT047,UT251,UT048,2,0,2,0
M012,2,1,6,UT048,UT251,UT047,0,0,0,0
M012,2,2,1,UT047,UT252,UT048,4,0,4,0
M012,2,2,2,UT048,UT252,UT047,1,0,1,0
M012,2,2,3,UT047,UT252,UT048,0,0,0,0
M012,2,2,4,UT048,UT252,UT047,2,0,2,0
M012,2,2,5,UT047,UT252,UT048,6,0,6,0
M012,2,2,6,UT048,UT252,UT047,0,1,1,0
M012,2,3,1,UT048,UT253,UT047,1,0,1,0
M012,2,3,2,UT047,UT253,UT048,4,0,4,0
M012,2,3,3,UT048,UT253,UT047,0,0,0,0
M012,2,3,4,UT047,UT253,UT048,2,0,2,0
M012,2,3,5,UT048,UT253,UT047,1,0,1,0
M012,2,3,6,UT047,UT253,UT048,0,0,0,1
M012,2,4,1,UT047,UT254,UT048,6,0,6,0
M012,2,4,2,UT048,UT254,UT047,0,0,0,0
M012,2,4,3,UT047,UT254,UT048,4,0,4,0
M012,2,4,4,UT048,UT254,UT047,1,0,1,0
M012,2,4,5,UT047,UT254,UT048,2,0,2,0
M012,2,4,6,UT048,UT254,UT047,0,0,0,0
M012,2,5,1,UT048,UT255,UT047,4,0,4,0
M012,2,5,2,UT047,UT255,UT048,1,0,1,0
M012,2,5,3,UT048,UT255,UT047,6,0,6,0
M012,2,5,4,UT047,UT255,UT048,0,0,0,0
M012,2,5,5,UT048,UT255,UT047,2,0,2,0
M012,2,5,6,UT047,UT255,UT048,1,0,1,0
M012,2,6,1,UT047,UT256,UT048,0,0,0,0
M012,2,6,2,UT048,UT256,UT047,4,0,4,0
M012,2,6,3,UT047,UT256,UT048,1,0,1,0
M012,2,6,4,UT048,UT256,UT047,6,0,6,0
M012,2,6,5,UT047,UT256,UT048,0,0,0,0
M012,2,6,6,UT048,UT256,UT047,2,0,2,0
M013,1,1,1,UT049,UT261,UT050,1,0,1,0
M013,1,1,2,UT050,UT261,UT049,4,0,4,0
M013,1,1,3,UT049,UT261,UT050,0,0,0,0
M013,1,1,4,UT050,UT261,UT049,6,0,6,0
M013,1,1,5,UT049,UT261,UT050,2,0,2,0
M013,1,1,6,UT050,UT261,UT049,0,0,0,0
M013,1,2,1,UT049,UT262,UT050,4,0,4,0
M013,1,2,2,UT050,UT262,UT049,1,0,1,0
M013,1,2,3,UT049,UT262,UT050,0,0,0,0
M013,1,2,4,UT050,UT262,UT049,2,0,2,0
M013,1,2,5,UT049,UT262,UT050,6,0,6,0
M013,1,2,6,UT050,UT262,UT049,0,1,1,0
M013,1,3,1,UT050,UT263,UT049,1,0,1,0
M013,1,3,2,UT049,UT263,UT050,4,0,4,0
M013,1,3,3,UT050,UT263,UT049,0,0,0,0
M013,1,3,4,UT049,UT263,UT050,2,0,2,0
M013,1,3,5,UT050,UT263,UT049,1,0,1,0
M013,1,3,6,UT049,UT263,UT050,0,0,0,1
M013,1,4,1,UT049,UT264,UT050,6,0,6,0
M013,1,4,2,UT050,UT264,UT049,0,0,0,0
M013,1,4,3,UT049,UT264,UT050,4,0,4,0
M013,1,4,4,UT050,UT264,UT049,1,0,1,0
M013,1,4,5,UT049,UT264,UT050,2,0,2,0
M013,1,4,6,UT050,UT264,UT049,0,0,0,0
M013,1,5,1,UT050,UT265,UT049,4,0,4,0
M013,1,5,2,UT049,UT265,UT050,1,0,1,0
M013,1,5,3,UT050,UT265,UT049,0,0,0,0
M013,1,5,4,UT049,UT265,UT050,6,0,6,0
M013,1,5,5,UT050,UT265,UT049,2,0,2,0
M013,1,5,6,UT049,UT265,UT050,0,0,0,0
M013,1,6,1,UT049,UT266,UT050,1,0,1,0
M013,1,6,2,UT050,UT266,UT049,4,0,4,0
M013,1,6,3,UT049,UT266,UT050,0,0,0,0
M013,1,6,4,UT050,UT266,UT049,2,0,2,0
M013,1,6,5,UT049,UT266,UT050,6,0,6,0
M013,1,6,6,UT050,UT266,UT049,0,0,0,0
M013,2,1,1,UT051,UT271,UT052,4,0,4,0
M013,2,1,2,UT052,UT271,UT051,1,0,1,0
M013,2,1,3,UT051,UT271,UT052,0,0,0,0
M013,2,1,4,UT052,UT271,UT051,6,0,6,0
M013,2,1,5,UT051,UT271,UT052,2,0,2,0
M013,2,1,6,UT052,UT271,UT051,0,0,0,0
M013,2,2,1,UT051,UT272,UT052,1,0,1,0
M013,2,2,2,UT052,UT272,UT051,4,0,4,0
M013,2,2,3,UT051,UT272,UT052,0,0,0,0
M013,2,2,4,UT052,UT272,UT051,2,0,2,0
M013,2,2,5,UT051,UT272,UT052,6,0,6,0
M013,2,2,6,UT052,UT272,UT051,0,1,1,0
M013,2,3,1,UT052,UT273,UT051,1,0,1,0
M013,2,3,2,UT051,UT273,UT052,4,0,4,0
M013,2,3,3,UT052,UT273,UT051,0,0,0,0
M013,2,3,4,UT051,UT273,UT052,2,0,2,0
M013,2,3,5,UT052,UT273,UT051,1,0,1,0
M013,2,3,6,UT051,UT273,UT052,0,0,0,1
M013,2,4,1,UT051,UT274,UT052,6,0,6,0
M013,2,4,2,UT052,UT274,UT051,0,0,0,0
M013,2,4,3,UT051,UT274,UT052,4,0,4,0
M013,2,4,4,UT052,UT274,UT051,1,0,1,0
M013,2,4,5,UT051,UT274,UT052,2,0,2,0
M013,2,4,6,UT052,UT274,UT051,0,0,0,0
M013,2,5,1,UT052,UT275,UT051,4,0,4,0
M013,2,5,2,UT051,UT275,UT052,1,0,1,0
M013,2,5,3,UT052,UT275,UT051,6,0,6,0
M013,2,5,4,UT051,UT275,UT052,0,0,0,0
M013,2,5,5,UT052,UT275,UT051,2,0,2,0
M013,2,5,6,UT051,UT275,UT052,1,0,1,0
M013,2,6,1,UT051,UT276,UT052,0,0,0,0
M013,2,6,2,UT052,UT276,UT051,4,0,4,0
M013,2,6,3,UT051,UT276,UT052,1,0,1,0
M013,2,6,4,UT052,UT276,UT051,6,0,6,0
M013,2,6,5,UT051,UT276,UT052,0,0,0,0
M013,2,6,6,UT052,UT276,UT051,2,0,2,0
match_id,inning,over,ball,batter,bowler,non_striker,runs_batter,runs_extra,total_runs,is_wicket
M014,1,1,1,UT053,UT281,UT054,4,0,4,0
M014,1,1,2,UT054,UT281,UT053,1,0,1,0
M014,1,1,3,UT053,UT281,UT054,0,0,0,0
M014,1,1,4,UT054,UT281,UT053,6,0,6,0
M014,1,1,5,UT053,UT281,UT054,2,0,2,0
M014,1,1,6,UT054,UT281,UT053,0,0,0,0
M014,1,2,1,UT053,UT282,UT054,1,0,1,0
M014,1,2,2,UT054,UT282,UT053,4,0,4,0
M014,1,2,3,UT053,UT282,UT054,0,0,0,0
M014,1,2,4,UT054,UT282,UT053,2,0,2,0
M014,1,2,5,UT053,UT282,UT054,6,0,6,0
M014,1,2,6,UT054,UT282,UT053,0,1,1,0
M014,1,3,1,UT054,UT283,UT053,1,0,1,0
M014,1,3,2,UT053,UT283,UT054,4,0,4,0
